Value,Description,Reference
0,Message Routing Information,[RFC5971]
1,Session ID,[RFC5971]
2,Network Layer Information,[RFC5971]
3,Stack Proposal,[RFC5971]
4,Stack Configuration Data,[RFC5971]
5,Query-Cookie,[RFC5971]
6,Responder-Cookie,[RFC5971]
7,NAT Traversal,[RFC5971]
8,NSLP Data,[RFC5971]
9,Error,[RFC5971]
10,Hello ID,[RFC5971]
11-1999,Unassigned,
2000-2047,Reserved for Private/Experimental Use,[RFC5971]
2048-4095,Reserved,[RFC5971]
