Value,Description,Reference
0,Reserved,[RFC4666][RFC3868]
1,Destination Unavailable (DUNA),[RFC4666][RFC3868]
2,Destination Available (DAVA),[RFC4666][RFC3868]
3,Destination State Audit (DAUD),[RFC4666][RFC3868]
4,Signalling Congestion (SCON),[RFC4666][RFC3868]
5,Destination User Part Unavailable (DPU),[RFC4666][RFC3868]
6,Destination Restricted (DRST),[RFC4666][RFC3868]
7-127,Reserved by the IETF,
128-255,Reserved for IETF-Defined SSNM extensions,
