Value,Name,Reference
1,priSpaceExhausted,[RFC3084]
2,priInstanceInvalid,[RFC3084]
3,attrValueInvalid,[RFC3084]
4,attrValueSupLimited,[RFC3084]
5,attrEnumSupLimited,[RFC3084]
6,attrMaxLengthExceeded,[RFC3084]
7,attrReferenceUnknown,[RFC3084]
8,priNotifyOnly,[RFC3084]
9,unknownPrc,[RFC3084]
10,tooFewAttrs,[RFC3084]
11,invalidAttrType,[RFC3084]
12,deletedInRef,[RFC3084]
13,priSpecificError,[RFC3084]
