Value,Name,Reference
0,Unassigned,
1,EXT_AUTH,[RFC5740]
2,Unassigned,
3,EXT_CC,[RFC5740]
4-63,Unassigned,
64,EXT_FTI,[RFC5740]
65-127,Unassigned,
128,EXT_RATE,[RFC5740]
129-255,Unassigned,
