Value,Description,Reference
1,RSVP-AGGREGATE-IPv4-PCN-request,[RFC7417]
2,RSVP-AGGREGATE-IPv6-PCN-request,[RFC7417]
3,RSVP-AGGREGATE-IPv4-PCN-response,[RFC7417]
4,RSVP-AGGREGATE-IPv6-PCN-response,[RFC7417]
