Value,Description,Reference
1,Reserved,[RFC2205]
2,Int-serv Flowspec,[RFC2210]
3,Deprecated,"[IESG, ""IESG on IANA allocations for ietf-ccamp-gmpls-sonet-sdh-08.txt"" January 2004.]"
4,SONET/SDH FLOWSPEC,[RFC4606]
5,G.709,[RFC4328]
6,Ethernet SENDER_TSPEC,[RFC6003]
7,OTN-TDM,[RFC7139]
8,SSON FLOWSPEC,[RFC7792]
