Value,Description,Reference
0,Unassigned,
1,VCG signal type not supported,[RFC6344]
2,LCAS option not supported,[RFC6344]
3,Max number of VCGs exceeded,[RFC6344]
4,Max number of VCG members exceeded,[RFC6344]
5,LSP Type incompatible with VCAT call,[RFC6344]
6,Unknown LCR (LCAS required) value,[RFC6344]
7,Unknown or unsupported ACTION,[RFC6344]
8-65535,Unassigned,
