Value,Description,Reference
1,IPv4,[RFC2205]
2,IPv6,[RFC2205]
3,IPv4 IF_ID ERROR_SPEC,[RFC3473]
4,IPv6 IF_ID ERROR_SPEC,[RFC3473]
