Value,Description,Reference
1,IPv4,[RFC2205]
2,IPv6,[RFC2205]
3,IPv4 IF_ID RSVP_HOP,[RFC3473]
4,IPv6 IF_ID RSVP_HOP,[RFC3473]
5,VPN-IPv4,[RFC6016]
6,VPN-IPv6,[RFC6016]
