Value,Description,Reference
1,Unexpected CLASSTYPE object,[RFC4124]
2,Unsupported Class-Type,[RFC4124]
3,Invalid Class-Type value,[RFC4124]
4,"Class-Type and setup priority do      
not form a configured TE-Class",[RFC4124]
5,"Class-Type and holding priority       
do not form a configured TE-Class",[RFC4124]
6,"Class-Type and setup priority do      
not form a configured TE-Class AND
Class-Type and holding priority do
not form a configured TE-Class",[RFC4124]
7,"Inconsistency between signaled        
PSC and signaled Class-Type",[RFC4124]
8,"Inconsistency between signaled        
PHBs and signaled Class-Type",[RFC4124]
