Value,Description,Reference
0,Flow binding successful,[RFC6089]
1-127,Unassigned; available for success codes,
128,Administratively prohibited,[RFC6089]
129,"Flow binding rejected, reason unspecified",[RFC6089]
130,Flow identification mobility option malformed,[RFC6089]
131,BID not found,[RFC6089]
132,FID not found,[RFC6089]
133,Traffic selector format not supported,[RFC6089]
134-250,Unassigned; available for reject codes,
251-255,Reserved for Experimental Use,[RFC6089]
