Value,Description,Reference
0,Success,[RFC5726]
1-127,Unassigned,
128,"Failure, reason unspecified",[RFC5726]
129,Administratively prohibited,[RFC5726]
130,Incorrect pseudo home address,[RFC5726]
131,Invalid pseudo home address,[RFC5726]
132,Dynamic pseudo home address assignment not available,[RFC5726]
133-255,Unassigned,
