Decimal,Description,References
1,id-on-personalData,[Reserved and Obsolete]
2,id-on-userGroup,[Reserved and Obsolete]
3,id-on-permanentIdentifier,[RFC4043]
4,id-on-hardwareModuleName,[RFC4108]
5,id-on-xmppAddr,[RFC3920]
6,id-on-SIM,[RFC4683]
7,id-on-dnsSRV,[RFC4985]
8,id-on-naiRealm,[RFC7585]
9,id-on-SmtpUTF8Mailbox,[RFC8398]
10,id-on-AcpNodeName,[RFC-ietf-anima-autonomic-control-plane-30]
