Decimal,Description,References
1,id-svp-defaultValPolicy,[RFC5055]
2,id-svp-nameValAlg,[RFC5055]
3,id-svp-basicValAlg,[RFC5055]
4,id-svp-dnValAlg,[RFC5055]
