Decimal,Description,References
1,id-sti-originatorSig,[RFC3183]
2,id-sti-domainSig,[RFC3183]
3,id-sti-addAttribSig,[RFC3183]
4,id-sti-reviewSig,[RFC3183]
5,id-sti-delegatedOriginatorSig,[draft-melnikov-smime-msa-to-mda-04]
