AVP Value,Attribute Name,Reference
2000,Reserved,
2001,DIAMETER_SUCCESS,[RFC6733]
2002,DIAMETER_LIMITED_SUCCESS,[RFC6733]
2003,DIAMETER_FIRST_REGISTRATION,[RFC4740]
2004,DIAMETER_SUBSEQUENT_REGISTRATION,[RFC4740]
2005,DIAMETER_UNREGISTERED_SERVICE,[RFC4740]
2006,DIAMETER_SUCCESS_SERVER_NAME_NOT_STORED,[RFC4740]
2007,DIAMETER_SERVER_SELECTION,[RFC4740]
2008,DIAMETER_SUCCESS_AUTH_SENT_SERVER_NOT_STORED,[RFC4740]
2009,DIAMETER_SUCCESS_RELOCATE_HA,[RFC5778]
2010-2999,Unassigned,
