AVP Value,Attribute Name,Reference
0,REFUSE_SERVICE,[RFC6733]
1,TRY_AGAIN,[RFC6733]
2,ALLOW_SERVICE,[RFC6733]
3,TRY_AGAIN_ALLOW_SERVICE,[RFC6733]
4-4294967295,Unassigned,
