AVP Value,Attribute Name,Reference
0,NO_ASSIGNMENT,[RFC4740]
1,REGISTRATION,[RFC4740]
2,RE_REGISTRATION,[RFC4740]
3,UNREGISTERED_USER,[RFC4740]
4,TIMEOUT_DEREGISTRATION,[RFC4740]
5,USER_DEREGISTRATION,[RFC4740]
6,TIMEOUT_DEREGISTRATION_STORE_SERVER_NAME,[RFC4740]
7,USER_DEREGISTRATION_STORE_SERVER_NAME,[RFC4740]
8,ADMINISTRATIVE_DEREGISTRATION,[RFC4740]
9,AUTHENTICATION_FAILURE,[RFC4740]
10,AUTHENTICATION_TIMEOUT,[RFC4740]
11,DEREGISTRATION_TOO_MUCH_DATA,[RFC4740]
