AVP Value,Attribute Name,Reference
0,END_USER_E164,[RFC8506]
1,END_USER_IMSI,[RFC8506]
2,END_USER_SIP_URI,[RFC8506]
3,END_USER_NAI,[RFC8506]
4,END_USER_PRIVATE,[RFC8506]
5-2147483647,Unassigned,
