AVP Value,Attribute Name,Reference
0,PERMANENT_TERMINATION,[RFC4740]
1,NEW_SIP_SERVER_ASSIGNED,[RFC4740]
2,SIP_SERVER_CHANGE,[RFC4740]
3,REMOVE_SIP_SERVER,[RFC4740]
