Namespace,Specification Name,Version,Reference URI,Applicable Classes
urn:ietf:params:xml:ns:mile:mmdef:1.2,Malware Metadata Exchange Format,1.2,[http://standards.ieee.org/develop/indconn/icsg/mmdef.html][http://grouper.ieee.org/groups/malware/malwg/Schema1.2/],AttackPattern
