Value,Description,Reference
32,HNCP-Version,[RFC7788]
33,External-Connection,[RFC7788]
34,Delegated-Prefix,[RFC7788]
35,Assigned-Prefix,[RFC7788]
36,Node-Address,[RFC7788]
37,DHCPv4-Data,[RFC7788]
38,DHCPv6-Data,[RFC7788]
39,DNS-Delegated-Zone,[RFC7788]
40,Domain-Name,[RFC7788]
41,Node-Name,[RFC7788]
42,Managed-PSK,[RFC7788]
43,Prefix-Policy,[RFC7788]
44-511,Unassigned,
768-1023,Reserved for Private Use,[RFC7788]
