Name,Reference
.size,[RFC8610]
.bits,[RFC8610]
.regexp,[RFC8610]
.cbor,[RFC8610]
.cborseq,[RFC8610]
.within,[RFC8610]
.and,[RFC8610]
.lt,[RFC8610]
.le,[RFC8610]
.gt,[RFC8610]
.ge,[RFC8610]
.eq,[RFC8610]
.ne,[RFC8610]
.default,[RFC8610]
.sdnv,[RFC-ietf-cbor-tags-oid-08]
.sdnvseq,[RFC-ietf-cbor-tags-oid-08]
.oid,[RFC-ietf-cbor-tags-oid-08]
