Value,Description,Reference
0,No gateway is present,[RFC4025]
1,A 4-byte IPv4 address is present,[RFC4025]
2,A 16-byte IPv6 address is present,[RFC4025]
3,A wire-encoded domain name is present,[RFC4025]
4-255,Unassigned,
