Value,Description,Reference
0,Unassigned,
1,PAC-Key,[RFC7170]
2,PAC-Opaque,[RFC7170]
3,PAC-Lifetime,[RFC7170]
4,A-ID,[RFC7170]
5,I-ID,[RFC7170]
6,Reserved,[RFC7170]
7,A-ID-Info,[RFC7170]
8,PAC-Acknowledgement,[RFC7170]
9,PAC-Info,[RFC7170]
10,PAC-Type,[RFC7170]
11-65535,Unassigned,
