Value,Description,Reference
0x00,NONE  (if using PAX_STD),
0x01,RSAES-OAEP,[RFC8017]
0x02,RSA-PKCS1-V1_5,[RFC8017]
0x03,El-Gamal Over NIST ECC Group P-256,"[National Institute for Standards and Technology,
""Digital Signature Standard (DSS)"", Federal Information
Processing Standard 186, May 1994.]"
0x04-0xFF,Unassigned,
