Value,Description,Reference
0,Reserved,
1,NODE_UNREACHABLE,[RFC4728]
2,FLOW_STATE_NOT_SUPPORTED,[RFC4728]
3,OPTION_NOT_SUPPORTED,[RFC4728]
4-128,Unassigned,
129,UNKNOWN_FLOW,[RFC4728]
130,DEFAULT_FLOW_UNKNOWN,[RFC4728]
