Value,Description,Reference
0x002d0000,Van Jacobson Compressed TCP/IP,[RFC1144]
0x00610000,IP Header Compression,[RFC2507]
0x00610100,RTP Header Compression,[RFC2508]
0x0003pppp,ROHC profile 0xpppp,[RFC3241]
