Value,Description,Reference
0,default,[RFC5610]
1,quantity,[RFC5610]
2,totalCounter,[RFC5610]
3,deltaCounter,[RFC5610]
4,identifier,[RFC5610]
5,flags,[RFC5610]
6,list,[RFC6313]
7,snmpCounter,[RFC8038]
8,snmpGauge,[RFC8038]
9-255,Unassigned,[RFC5610]
