Value,Description,Reference
0x0001,IEEE802.3 ETHERNET,[IEEE Std 802.3-2012]
0x0002,IEEE802.11 MAC Frame format,[IEEE Std 802.11-2012]
0x0003-0xFFFF,Unassigned,
