Value,Description,Reference
0,Unassigned,
1,PIM IPv4 S-PMSI (unaggregated),[RFC6513]
2-3,Unassigned,
4,GRE S-PMSI for IPv6 traffic (unaggregated),[RFC6516]
5-255,Unassigned,
