Value,Description,Reference
regex,"Regular expression as defined by POSIX Extended
        Regular Expressions (ERE) in Chapter 9 of ""Information Technology - Portable Operating System
        Interface (POSIX) - Part 1: Base Definitions"",
        IEEE 1003.1, June 2001.",[RFC7970]
binary,"Binhex-encoded binary pattern, per the HEXBIN data
        type.",[RFC7970]
xpath,XML Path (XPath) [XML Path Language (XPath) 3.1].,[RFC7970]
ext-value,"A value used to indicate that this attribute is
        extended and the actual value is provided using the
        corresponding ext-* attribute.  See Section 5.1.1 of [RFC7970].",[RFC7970]
