Value,Description,Reference
organization,Corporate or enterprise owned.,[RFC7970]
personal,"Personally owned by an employee or affiliate of the
        corporation or enterprise.",[RFC7970]
partner,Owned by a partner of the corporation or enterprise.,[RFC7970]
customer,"Owned by a customer of the corporation or
        enterprise.",[RFC7970]
no-relationship,"Owned by an entity that has no known
        relationship with the victim organization.",[RFC7970]
unknown,Ownership is unknown.,[RFC7970]
ext-value,"A value used to indicate that this attribute is
        extended and the actual value is provided using the
        corresponding ext-* attribute.  See Section 5.1.1 of [RFC7970].",[RFC7970]
