Name,Reference
AUTH-TOO-WEAK,[RFC2244]
ENCRYPT-NEEDED,[RFC2244]
INVALID,[RFC2244]
MODIFIED,[RFC2244]
NOEXIST,[RFC2244]
PERMISSION,[RFC2244]
QUOTA,[RFC2244]
REFER,[RFC2244]
SASL,[RFC2244]
TOOMANY,[RFC2244]
TOOOLD,[RFC2244]
TRANSITION-NEEDED,[RFC2244]
TRYLATER,[RFC2244]
TRYFREECONTEXT,[RFC2244]
WAYTOOMANY,[RFC2244]
