Value,Name,Reference
1,NTP_SUBOPTION_SRV_ADDR,[RFC5908]
2,NTP_SUBOPTION_MC_ADDR,[RFC5908]
3,NTP_SUBOPTION_SRV_FQDN,[RFC5908]
