Value,Description,Reference
0,"""unable to process packet"": a general error code",[RFC4187][RFC4186]
1,"""unsupported version"": the peer does not support      
any of the versions listed in AT_VERSION_LIST",[RFC4187][RFC4186]
2,"""insufficient number of challenges"": the peer's       
policy requires more triplets than the server
included in AT_RAND",[RFC4187][RFC4186]
3,"""RANDs are not fresh"": the peer believes that the     
RAND challenges included in AT_RAND were not fresh",[RFC4187][RFC4186]
4-65535,Unassigned,[RFC4187]
