"ID",URI,Filename,Reference
rdeRegistrar-1.0,urn:ietf:params:xml:ns:rdeRegistrar-1.0,ns/rdeRegistrar-1.0.txt,[RFC9022]
recording:1,urn:ietf:params:xml:ns:recording:1,ns/recording/1.txt,[RFC7865]
reginfo,urn:ietf:params:xml:ns:reginfo,ns/reginfo.txt,[RFC3680]
resource-lists,urn:ietf:params:xml:ns:resource-lists,ns/resource-lists.txt,[RFC4826]
rgp-1.0,urn:ietf:params:xml:ns:rgp-1.0,ns/rgp-1.0.txt,[RFC3915]
rlmi,urn:ietf:params:xml:ns:rlmi,ns/rlmi.txt,[RFC4662]
rls-services,urn:ietf:params:xml:ns:rls-services,ns/rls-services.txt,[RFC4826]
rolie-1.0,urn:ietf:params:xml:ns:rolie-1.0,ns/rolie-1.0.txt,[RFC8322]
sa-dialog-info,urn:ietf:params:xml:ns:sa-dialog-info,ns/sa-dialog-info.txt,[RFC7463]
secDNS-1.0,urn:ietf:params:xml:ns:secDNS-1.0,ns/secDNS-1.0.txt,[RFC4310]
secDNS-1.1,urn:ietf:params:xml:ns:secDNS-1.1,ns/secDNS-1.1.txt,[RFC5910]
senml,urn:ietf:params:xml:ns:senml,ns/senml.txt,[RFC8428]
sieve,urn:ietf:params:xml:ns:sieve,ns/sieve.txt,[RFC5784]
signedMark-1.0,urn:ietf:params:xml:ns:signedMark-1.0,ns/signedMark-1.0.txt,[RFC7848]
simple-filter,urn:ietf:params:xml:ns:simple-filter,ns/simple-filter.txt,[RFC4661]
smi:base:1.0,urn:ietf:params:xml:ns:smi:base:1.0,ns/smi/base/1.0.txt,[RFC5935]
snmp-trace-1.0,urn:ietf:params:xml:ns:snmp-trace-1.0,ns/snmp-trace-1.0.txt,[RFC5345]
spirits-1.0,urn:ietf:params:xml:ns:spirits-1.0,ns/spirits-1.0.txt,[RFC3910]
sppf:base:1,urn:ietf:params:xml:ns:sppf:base:1,ns/sppf/base/1.txt,[RFC7877]
sppf:soap:1,urn:ietf:params:xml:ns:sppf:soap:1,ns/sppf/soap/1.txt,[RFC7878]
thraud-1.0,urn:ietf:params:xml:ns:thraud-1.0,ns/thraud-1.0.txt,[RFC5941]
tmNotice-1.0,urn:ietf:params:xml:ns:tmNotice-1.0,ns/tmNotice-1.0.txt,[RFC9361]
traceroute-1.0,urn:ietf:params:xml:ns:traceroute-1.0,ns/traceroute-1.0.txt,[RFC5388]
vcard-4.0,urn:ietf:params:xml:ns:vcard-4.0,ns/vcard-4.0.txt,[RFC6351]
vts-lang,urn:ietf:params:xml:ns:vts-lang,ns/vts-lang.txt,[RFC4153]
watcherinfo,urn:ietf:params:xml:ns:watcherinfo,ns/watcherinfo.txt,[RFC3858]
xcap-caps,urn:ietf:params:xml:ns:xcap-caps,ns/xcap-caps.txt,[RFC4825]
xcap-diff,urn:ietf:params:xml:ns:xcap-diff,ns/xcap-diff.txt,[RFC5874]
xcap-error,urn:ietf:params:xml:ns:xcap-error,ns/xcap-error.txt,[RFC4825]
xcon-ccmp,urn:ietf:params:xml:ns:xcon-ccmp,ns/xcon-ccmp.txt,[RFC6503]
xcon-conference-info,urn:ietf:params:xml:ns:xcon-conference-info,ns/xcon-conference-info.txt,[RFC6501]
xcon-conference-info-diff,urn:ietf:params:xml:ns:xcon-conference-info-diff,ns/xcon-conference-info-diff.txt,[RFC6502]
xmpp-bind,urn:ietf:params:xml:ns:xmpp-bind,ns/xmpp-bind.txt,[RFC6120]
xmpp-e2e,urn:ietf:params:xml:ns:xmpp-e2e,ns/xmpp-e2e.txt,[RFC3923]
xmpp-framing,urn:ietf:params:xml:ns:xmpp-framing,ns/xmpp-framing.txt,[RFC7395]
xmpp-sasl,urn:ietf:params:xml:ns:xmpp-sasl,ns/xmpp-sasl.txt,[RFC6120]
xmpp-session,urn:ietf:params:xml:ns:xmpp-session,ns/xmpp-session.txt,[RFC3921]
xmpp-stanzas,urn:ietf:params:xml:ns:xmpp-stanzas,ns/xmpp-stanzas.txt,[RFC6120]
xmpp-streams,urn:ietf:params:xml:ns:xmpp-streams,ns/xmpp-streams.txt,[RFC6120]
xmpp-tls,urn:ietf:params:xml:ns:xmpp-tls,ns/xmpp-tls.txt,[RFC6120]
yang:1,urn:ietf:params:xml:ns:yang:1,ns/yang/1.txt,[RFC6020]
yang:iana-bfd-types,urn:ietf:params:xml:ns:yang:iana-bfd-types,ns/yang/iana-bfd-types.txt,[RFC9127]
yang:iana-bgp-l2-encaps,urn:ietf:params:xml:ns:yang:iana-bgp-l2-encaps,ns/yang/iana-bgp-l2-encaps.txt,[RFC9291]
yang:iana-crypt-hash,urn:ietf:params:xml:ns:yang:iana-crypt-hash,ns/yang/iana-crypt-hash.txt,[RFC7317]
yang:iana-dns-class-rr-type,urn:ietf:params:xml:ns:yang:iana-dns-class-rr-type,ns/yang/iana-dns-class-rr-type.txt,[RFC9108]
yang:iana-dots-signal-channel,urn:ietf:params:xml:ns:yang:iana-dots-signal-channel,ns/yang/iana-dots-signal-channel.txt,[RFC9132]
yang:iana-hardware,urn:ietf:params:xml:ns:yang:iana-hardware,ns/yang/iana-hardware.txt,[RFC8348]
yang:iana-if-type,urn:ietf:params:xml:ns:yang:iana-if-type,ns/yang/iana-if-type.txt,[RFC7224]
yang:iana-pseudowire-types,urn:ietf:params:xml:ns:yang:iana-pseudowire-types,ns/yang/iana-pseudowire-types.txt,[RFC9291]
yang:iana-routing-types,urn:ietf:params:xml:ns:yang:iana-routing-types,ns/yang/iana-routing-types.txt,[RFC8294]
yang:iana-tunnel-type,urn:ietf:params:xml:ns:yang:iana-tunnel-type,ns/yang/iana-tunnel-type.txt,[RFC8675]
yang:ietf-access-control-list,urn:ietf:params:xml:ns:yang:ietf-access-control-list,ns/yang/ietf-access-control-list.txt,[RFC8519]
yang:ietf-acldns,urn:ietf:params:xml:ns:yang:ietf-acldns,ns/yang/ietf-acldns.txt,[RFC8520]
