Value,Description,Reference
64,TRILL OAM Application Identifier TLV,[RFC7455]
65,Out-of-Band Reply Address TLV,[RFC7455]
66,Diagnostic Label TLV,[RFC7455]
67,Original Data Payload TLV,[RFC7455]
68,RBridge Scope TLV,[RFC7455]
69,Previous RBridge Nickname TLV,[RFC7455]
70,Next-Hop RBridge List TLV,[RFC7455]
71,Multicast Receiver Port Count TLV,[RFC7455]
72,Flow Identifier TLV,[RFC7455]
73,Reflector Entropy TLV,[RFC7455]
74,Authentication TLV,[RFC7455]
75-95,Unassigned,
