Value,Description,Reference
0-255,Reserved. Must not be allocated. Usage mirrors the BGP L2 Flowspec registry [draft-ietf-idr-flowspec-l2vpn-15],[RFC-ietf-pce-pcep-flowspec-12]
256-65531,Unassigned,
65532-65535,Experimental Use,[RFC-ietf-pce-pcep-flowspec-12]
