Value,Description,Reference
0,Reserved,[RFC8934]
1,REPEAT-EVERY-MONTH,[RFC8934]
2,REPEAT-EVERY-YEAR,[RFC8934]
3,REPEAT-EVERY-REPEAT-TIME-LENGTH,[RFC8934]
4-14,Unassigned,
15,Reserved,[RFC8934]
