Value,Description,Reference
0,Reserved,[RFC6495]
1,DER Encoded X.501 Name,[RFC3971]
2,FQDN,[RFC3971]
3,SHA-1 Subject Key Identifier (SKI),[RFC6495]
4,SHA-224 Subject Key Identifier (SKI),[RFC6495]
5,SHA-256 Subject Key Identifier (SKI),[RFC6495]
6,SHA-384 Subject Key Identifier (SKI),[RFC6495]
7,SHA-512 Subject Key Identifier (SKI),[RFC6495]
8-252,Unassigned,
253-254,Reserved for Experimental Use,[RFC6495]
255,Reserved,[RFC6495]
