Value,Description,Reference
0b00,"Indicates that the Traffic Control is not   
available in the Capability Set.",[RFC3292]
0b01,"Indicates that the Traffic Control is       
applied to all connections that use the
Capability Set.",[RFC3292]
0b10,"Indicates that the Traffic Control is       
available for application to connections
that use the Capability Set on a per
connection basis.",[RFC3292]
0b11,Reserved,[RFC3292]
