Value,Name,Reference
0,Reserved,
1,OPEN,[RFC4271]
2,UPDATE,[RFC4271]
3,NOTIFICATION,[RFC4271]
4,KEEPALIVE,[RFC4271]
5,ROUTE-REFRESH,[RFC2918]
6-255,Unassigned,
