Value,Name,Reference
0,Reserved,
1,Message Header Error,[RFC4271]
2,OPEN Message Error,[RFC4271]
3,UPDATE Message Error,[RFC4271]
4,Hold Timer Expired,[RFC4271]
5,Finite State Machine Error,[RFC4271]
6,Cease,[RFC4271]
7,ROUTE-REFRESH Message Error,[RFC7313]
8-255,Unassigned,
