Value,Name,Reference
0,Unspecific,"[RFC Errata 
          4493]"
1,Unsupported Version Number,[RFC4271]
2,Bad Peer AS,[RFC4271]
3,Bad BGP Identifier,[RFC4271]
4,Unsupported Optional Parameter,[RFC4271]
5,[Deprecated],[RFC4271]
6,Unacceptable Hold Time,[RFC4271]
7,Unsupported Capability,[RFC5492]
8,"Role Mismatch (TEMPORARY - registered 2018-03-29, extension registered 2019-03-18, expires 2020-03-29)",[draft-ietf-idr-bgp-open-policy]
9-255,Unassigned,
